Year	DOY	Tmax(C)_corrected	Tmin(C)_corrected	PAR (umol/m2*s)	Prec(cm)	O3	CO2(ppm)	NH4 (mgN/m2*yr)	NO3 (mgN/m2*yr)
1947	290	15.60	4.40	509.50	4.70	0	310.1	0.037	0.013
1947	321	1.30	-5.00	321.00	12.50	0	310.1	0.04	0.012
1947	351	-5.40	-13.80	322.60	5.70	0	310.1	0.036	0.007
1948	15	-7.30	-16.80	363.90	7.30	0	310.8	0.038	0.007
1948	46	-4.40	-17.00	506.20	6.30	0	310.8	0.032	0.006
1948	76	2.50	-8.90	615.80	8.60	0	310.8	0.039	0.01
1948	107	8.90	-0.30	701.30	10.20	0	310.8	0.04	0.014
1948	137	12.10	5.50	655.40	16.50	0	310.8	0.042	0.018
1948	168	18.70	9.40	763.00	13.20	0	310.8	0.039	0.019
1948	198	22.60	13.20	737.80	8.50	0	310.8	0.044	0.023
1948	229	21.80	13.30	665.60	13.10	0	310.8	0.043	0.02
1948	259	18.40	7.10	640.20	5.40	0	310.8	0.043	0.015
1948	290	10.60	1.40	462.80	10.80	0	310.8	0.037	0.013
1948	321	6.30	0.80	313.50	21.10	0	310.8	0.04	0.012
1948	351	-1.60	-8.40	338.80	11.00	0	310.8	0.036	0.007
1949	15	-2.50	-10.00	356.30	10.00	0	311.5	0.038	0.007
1949	46	-1.50	-11.30	474.00	8.00	0	311.5	0.032	0.006
1949	76	1.80	-7.10	574.30	7.40	0	311.5	0.039	0.01
1949	107	9.20	0.40	706.60	9.50	0	311.5	0.04	0.014
1949	137	16.30	5.40	800.50	13.20	0	311.5	0.042	0.018
1949	168	22.40	12.80	734.60	9.90	0	311.5	0.039	0.019
1949	198	23.60	14.30	740.50	11.00	0	311.5	0.044	0.023
1949	229	22.50	12.80	715.90	13.80	0	311.5	0.043	0.02
1949	259	14.60	8.00	531.20	14.00	0	311.5	0.043	0.015
1949	290	14.30	3.70	518.70	9.30	0	311.5	0.037	0.013
1949	321	1.90	-4.60	322.80	10.10	0	311.5	0.04	0.012
1949	351	-0.70	-8.90	332.10	9.90	0	311.5	0.036	0.007
1950	15	-1.40	-10.80	359.60	11.20	0	312.2	0.038	0.007
1950	46	-5.70	-15.20	459.10	7.10	0	312.2	0.032	0.006
1950	76	-1.40	-11.80	609.30	11.00	0	312.2	0.039	0.01
1950	107	6.40	-1.70	638.90	10.00	0	312.2	0.04	0.014
1950	137	16.00	5.20	800.10	7.70	0	312.2	0.042	0.018
1950	168	20.70	11.00	746.40	16.30	0	312.2	0.039	0.019
1950	198	21.80	12.60	731.90	9.60	0	312.2	0.044	0.023
1950	229	20.70	11.80	700.30	16.30	0	312.2	0.043	0.02
1950	259	13.60	6.10	583.50	9.90	0	312.2	0.043	0.015
1950	290	12.00	3.40	493.30	9.50	0	312.2	0.037	0.013
1950	321	6.30	-1.40	351.80	19.90	0	312.2	0.04	0.012
1950	351	-2.40	-8.70	306.40	10.60	0	312.2	0.036	0.007
1951	15	-3.30	-12.10	358.90	7.20	0	313.0	0.038	0.007
1951	46	-1.00	-11.00	477.80	12.00	0	313.0	0.032	0.006
1951	76	1.00	-5.80	517.40	10.80	0	313.0	0.039	0.01
1951	107	7.80	0.80	683.20	15.10	0	313.0	0.04	0.014
1951	137	15.60	5.00	776.40	9.80	0	313.0	0.042	0.018
1951	168	18.50	10.00	721.80	8.90	0	313.0	0.039	0.019
1951	198	21.60	13.10	747.10	18.20	0	313.0	0.044	0.023
1951	229	19.70	12.30	633.50	13.90	0	313.0	0.043	0.02
1951	259	16.80	8.20	578.30	11.60	0	313.0	0.043	0.015
1951	290	11.70	2.70	475.60	9.30	0	313.0	0.037	0.013
1951	321	1.80	-5.90	357.20	14.20	0	313.0	0.04	0.012
1951	351	-2.50	-10.70	333.90	11.50	0	313.0	0.036	0.007
1952	15	-3.20	-13.00	374.20	9.40	0	313.7	0.038	0.007
1952	46	-2.70	-11.40	467.90	9.30	0	313.7	0.032	0.006
1952	76	0.40	-6.40	529.40	8.30	0	313.7	0.039	0.01
1952	107	9.50	0.00	741.70	10.50	0	313.7	0.04	0.014
1952	137	12.50	3.70	717.50	12.90	0	313.7	0.042	0.018
1952	168	20.50	11.10	764.50	20.10	0	313.7	0.039	0.019
1952	198	24.40	14.00	757.10	9.30	0	313.7	0.044	0.023
1952	229	21.00	12.10	695.40	10.30	0	313.7	0.043	0.02
1952	259	17.30	8.60	584.10	10.00	0	313.7	0.043	0.015
1952	290	9.00	0.20	463.20	9.90	0	313.7	0.037	0.013
1952	321	3.80	-2.10	321.40	6.20	0	313.7	0.04	0.012
1952	351	-1.90	-8.90	342.90	17.10	0	313.7	0.036	0.007
1953	15	-2.00	-11.50	367.60	11.00	0	314.4	0.038	0.007
1953	46	-2.20	-11.30	457.80	7.80	0	314.4	0.032	0.006
1953	76	2.10	-5.80	528.50	16.20	0	314.4	0.039	0.01
1953	107	7.70	0.60	622.80	11.30	0	314.4	0.04	0.014
1953	137	16.20	6.40	760.60	13.30	0	314.4	0.042	0.018
1953	168	21.30	10.00	809.30	7.50	0	314.4	0.039	0.019
1953	198	22.80	13.50	722.80	9.40	0	314.4	0.044	0.023
1953	229	21.00	11.00	730.00	13.00	0	314.4	0.043	0.02
1953	259	16.90	7.90	595.80	10.40	0	314.4	0.043	0.015
1953	290	12.20	2.20	488.70	10.60	0	314.4	0.037	0.013
1953	321	6.40	-0.50	343.30	9.00	0	314.4	0.04	0.012
1953	351	0.40	-6.80	311.90	12.00	0	314.4	0.036	0.007
1954	15	-7.00	-17.20	373.20	9.80	0	315.2	0.038	0.007
1954	46	-0.30	-9.50	460.20	11.00	0	315.2	0.032	0.006
1954	76	-0.10	-8.40	541.60	12.30	0	315.2	0.039	0.01
1954	107	9.00	-1.70	717.60	15.40	0	315.2	0.04	0.014
1954	137	12.80	5.60	693.00	18.10	0	315.2	0.042	0.018
1954	168	19.10	11.30	740.90	19.20	0	315.2	0.039	0.019
1954	198	20.10	11.70	706.50	14.90	0	315.2	0.044	0.023
1954	229	18.90	10.80	661.40	16.20	0	315.2	0.043	0.02
1954	259	14.40	7.90	530.60	25.00	0	315.2	0.043	0.015
1954	290	12.10	4.60	481.00	10.40	0	315.2	0.037	0.013
1954	321	3.70	-2.70	333.10	13.70	0	315.2	0.04	0.012
1954	351	-3.30	-10.20	319.50	10.10	0	315.2	0.036	0.007
1955	15	-5.47	-14.11	363.20	10.62	0	316.0	0.038	0.007
1955	46	-3.98	-13.14	499.40	9.55	0	316.0	0.032	0.006
1955	76	0.65	-7.90	572.70	11.21	0	316.0	0.039	0.01
1955	107	7.20	-1.62	675.20	10.81	0	316.0	0.04	0.014
1955	137	15.28	4.77	758.80	11.75	0	316.0	0.042	0.018
1955	168	19.63	9.83	743.70	11.83	0	316.0	0.039	0.019
1955	198	22.09	12.56	768.60	11.48	0	316.0	0.044	0.023
1955	229	20.88	11.62	631.90	12.65	0	316.0	0.043	0.02
1955	259	16.56	7.46	617.20	11.35	0	316.0	0.043	0.015
1955	290	10.75	1.99	448.50	11.90	0	316.0	0.037	0.013
1955	321	3.45	-3.56	315.50	13.37	0	316.0	0.04	0.012
1955	351	-3.00	-10.82	345.20	12.65	0	316.0	0.036	0.007
1956	15	-4.20	-13.30	363.20	7.82	0	316.8	0.038	0.007
1956	46	-2.20	-12.00	499.40	10.51	0	316.8	0.032	0.006
1956	76	2.60	-6.50	572.70	15.13	0	316.8	0.039	0.01
1956	107	9.20	-0.30	675.20	11.40	0	316.8	0.04	0.014
1956	137	17.10	5.70	758.80	14.85	0	316.8	0.042	0.018
1956	168	21.30	10.80	743.70	10.10	0	316.8	0.039	0.019
1956	198	23.90	13.70	768.60	23.51	0	316.8	0.044	0.023
1956	229	22.50	12.70	631.90	11.88	0	316.8	0.043	0.02
1956	259	18.10	8.40	617.20	17.93	0	316.8	0.043	0.015
1956	290	12.00	2.50	448.50	6.83	0	316.8	0.037	0.013
1956	321	4.70	-2.50	315.50	10.08	0	316.8	0.04	0.012
1956	351	-1.90	-10.00	345.20	13.41	0	316.8	0.036	0.007
1957	15	-7.40	-17.30	345.50	7.74	0	317.6	0.038	0.007
1957	46	-0.30	-11.20	475.60	7.11	0	317.6	0.032	0.006
1957	76	2.00	-6.60	631.80	5.48	0	317.6	0.039	0.01
1957	107	10.70	-0.90	635.30	6.77	0	317.6	0.04	0.014
1957	137	16.30	4.00	826.50	9.39	0	317.6	0.042	0.018
1957	168	22.70	11.00	747.90	14.98	0	317.6	0.039	0.019
1957	198	21.70	10.90	715.50	14.40	0	317.6	0.044	0.023
1957	229	20.40	8.90	677.60	2.53	0	317.6	0.043	0.02
1957	259	17.60	7.70	599.60	8.50	0	317.6	0.043	0.015
1957	290	12.20	2.50	507.20	11.68	0	317.6	0.037	0.013
1957	321	5.40	-2.20	352.10	18.54	0	317.6	0.04	0.012
1957	351	0.80	-6.90	318.50	22.80	0	317.6	0.036	0.007
1958	15	-3.50	-10.90	389.00	20.92	0	318.4	0.038	0.007
1958	46	-5.70	-15.30	477.90	8.83	0	318.4	0.032	0.006
1958	76	3.00	-4.30	561.60	6.06	0	318.4	0.039	0.01
1958	107	9.10	-0.40	731.50	12.21	0	318.4	0.04	0.014
1958	137	13.80	2.00	770.90	10.94	0	318.4	0.042	0.018
1958	168	16.70	6.40	767.60	6.57	0	318.4	0.039	0.019
1958	198	21.10	12.30	729.60	12.87	0	318.4	0.044	0.023
1958	229	22.00	10.60	712.40	6.50	0	318.4	0.043	0.02
1958	259	16.10	6.50	600.30	12.03	0	318.4	0.043	0.015
1958	290	9.70	0.20	474.30	10.66	0	318.4	0.037	0.013
1958	321	3.80	-3.90	317.20	10.28	0	318.4	0.04	0.012
1958	351	-6.70	-16.40	320.60	5.76	0	318.4	0.036	0.007
1959	15	-6.50	-14.90	369.40	14.22	0	319.2	0.038	0.007
1959	46	-5.10	-18.00	464.10	9.61	0	319.2	0.032	0.006
1959	76	0.40	-9.40	526.70	8.50	0	319.2	0.039	0.01
1959	107	7.80	-1.70	746.10	8.66	0	319.2	0.04	0.014
1959	137	18.50	5.60	754.20	5.91	0	319.2	0.042	0.018
1959	168	18.10	9.20	734.30	12.16	0	319.2	0.039	0.019
1959	198	24.30	13.50	652.40	7.59	0	319.2	0.044	0.023
1959	229	22.40	12.50	712.20	14.78	0	319.2	0.043	0.02
1959	259	18.30	8.90	558.00	7.08	0	319.2	0.043	0.015
1959	290	9.60	2.40	479.80	31.41	0	319.2	0.037	0.013
1959	321	2.80	-4.80	338.40	22.14	0	319.2	0.04	0.012
1959	351	-1.50	-7.60	362.80	13.28	0	319.2	0.036	0.007
1960	15	-3.90	-11.30	458.90	11.98	0	320.0	0.038	0.007
1960	46	-1.10	-9.10	462.80	12.34	0	320.0	0.032	0.006
1960	76	-1.90	-10.60	639.00	10.23	0	320.0	0.039	0.01
1960	107	7.70	-1.10	685.60	12.87	0	320.0	0.04	0.014
1960	137	17.10	7.10	681.80	13.86	0	320.0	0.042	0.018
1960	168	19.80	9.10	750.60	9.95	0	320.0	0.039	0.019
1960	198	21.90	11.70	748.70	18.94	0	320.0	0.044	0.023
1960	229	22.00	11.40	763.60	3.58	0	320.0	0.043	0.02
1960	259	17.30	7.70	647.90	15.13	0	320.0	0.043	0.015
1960	290	9.30	0.40	564.50	13.63	0	320.0	0.037	0.013
1960	321	5.20	-2.20	371.70	9.42	0	320.0	0.04	0.012
1960	351	-4.10	-13.80	358.20	7.84	0	320.0	0.036	0.007
1961	15	-6.20	-15.70	427.00	3.83	0	320.9	0.038	0.007
1961	46	-1.00	-10.50	485.10	10.36	0	320.9	0.032	0.006
1961	76	1.10	-7.90	648.70	6.67	0	320.9	0.039	0.01
1961	107	5.80	-1.20	583.40	12.80	0	320.9	0.04	0.014
1961	137	13.70	3.50	677.90	9.19	0	320.9	0.042	0.018
1961	168	19.90	9.90	728.40	10.71	0	320.9	0.039	0.019
1961	198	21.20	11.90	710.80	9.21	0	320.9	0.044	0.023
1961	229	20.50	12.20	673.30	5.94	0	320.9	0.043	0.02
1961	259	21.30	11.50	693.90	5.86	0	320.9	0.043	0.015
1961	290	13.60	4.10	522.30	6.34	0	320.9	0.037	0.013
1961	321	3.90	-1.90	316.90	11.58	0	320.9	0.04	0.012
1961	351	-2.90	-8.80	272.00	12.49	0	320.9	0.036	0.007
1962	15	-4.30	-14.20	395.20	9.42	0	321.7	0.038	0.007
1962	46	-5.10	-14.30	423.70	11.58	0	321.7	0.032	0.006
1962	76	1.70	-6.80	706.80	7.11	0	321.7	0.039	0.01
1962	107	8.00	-1.30	689.90	12.62	0	321.7	0.04	0.014
1962	137	14.30	4.60	732.10	10.49	0	321.7	0.042	0.018
1962	168	19.80	10.00	787.60	6.09	0	321.7	0.039	0.019
1962	198	19.30	9.80	756.20	8.81	0	321.7	0.044	0.023
1962	229	20.60	11.70	706.10	10.33	0	321.7	0.043	0.02
1962	259	15.00	6.30	643.30	9.77	0	321.7	0.043	0.015
1962	290	10.10	1.90	432.60	25.78	0	321.7	0.037	0.013
1962	321	3.40	-3.80	396.10	8.35	0	321.7	0.04	0.012
1962	351	-2.50	-11.20	364.80	9.95	0	321.7	0.036	0.007
1963	15	-4.40	-11.80	318.70	10.05	0	322.6	0.038	0.007
1963	46	-5.40	-15.70	546.40	8.40	0	322.6	0.032	0.006
1963	76	1.10	-7.10	605.20	12.03	0	322.6	0.039	0.01
1963	107	6.50	-2.20	706.90	14.51	0	322.6	0.04	0.014
1963	137	15.80	4.20	701.10	8.33	0	322.6	0.042	0.018
1963	168	21.90	10.70	780.20	7.08	0	322.6	0.039	0.019
1963	198	23.10	12.70	748.70	7.82	0	322.6	0.044	0.023
1963	229	19.10	10.10	624.00	15.26	0	322.6	0.043	0.02
1963	259	16.70	5.50	712.30	4.59	0	322.6	0.043	0.015
1963	290	17.50	5.20	675.30	3.75	0	322.6	0.037	0.013
1963	321	5.10	-0.90	249.90	21.36	0	322.6	0.04	0.012
1963	351	-6.80	-14.50	378.10	8.38	0	322.6	0.036	0.007
1964	15	-4.40	-12.20	318.70	11.71	0	323.5	0.038	0.007
1964	46	-4.80	-14.40	535.20	4.95	0	323.5	0.032	0.006
1964	76	1.20	-6.90	576.10	14.68	0	323.5	0.039	0.01
1964	107	6.80	-2.30	664.40	11.02	0	323.5	0.04	0.014
1964	137	19.10	6.50	805.70	11.48	0	323.5	0.042	0.018
1964	168	21.80	9.30	839.40	5.86	0	323.5	0.039	0.019
1964	198	23.00	13.20	729.70	12.57	0	323.5	0.044	0.023
1964	229	18.50	9.30	697.90	15.44	0	323.5	0.043	0.02
1964	259	16.10	6.60	661.70	3.85	0	323.5	0.043	0.015
1964	290	12.30	2.60	559.30	5.41	0	323.5	0.037	0.013
1964	321	4.70	-3.40	383.90	12.04	0	323.5	0.04	0.012
1964	351	-2.50	-10.30	238.80	11.71	0	323.5	0.036	0.007
1965	15	-6.90	-15.70	350.60	6.64	0	324.4	0.038	0.007
1965	46	-4.40	-14.80	473.90	10.33	0	324.4	0.032	0.006
1965	76	-0.80	-9.40	639.00	2.89	0	324.4	0.039	0.01
1965	107	5.20	-3.90	732.50	8.30	0	324.4	0.04	0.014
1965	137	18.70	5.30	817.30	2.59	0	324.4	0.042	0.018
1965	168	20.70	8.90	791.30	11.52	0	324.4	0.039	0.019
1965	198	20.00	10.20	767.60	9.91	0	324.4	0.044	0.023
1965	229	19.30	11.30	669.20	8.42	0	324.4	0.043	0.02
1965	259	15.70	7.40	611.20	19.31	0	324.4	0.043	0.015
1965	290	9.60	1.40	469.60	12.74	0	324.4	0.037	0.013
1965	321	0.60	-6.10	286.40	15.25	0	324.4	0.04	0.012
1965	351	-2.40	-9.00	258.70	7.75	0	324.4	0.036	0.007
1966	15	-5.00	-13.80	312.30	7.18	0	325.3	0.038	0.007
1966	46	-2.90	-12.00	535.20	6.69	0	325.3	0.032	0.006
1966	76	1.10	-7.20	571.30	12.93	0	325.3	0.039	0.01
1966	107	5.40	-3.00	660.10	6.96	0	325.3	0.04	0.014
1966	137	13.10	2.80	689.50	9.40	0	325.3	0.042	0.018
1966	168	21.10	9.70	776.50	11.75	0	325.3	0.039	0.019
1966	198	22.90	11.70	820.50	9.95	0	325.3	0.044	0.023
1966	229	20.60	11.50	734.80	19.98	0	325.3	0.043	0.02
1966	259	15.40	6.30	680.10	11.75	0	325.3	0.043	0.015
1966	290	11.90	1.50	554.00	8.71	0	325.3	0.037	0.013
1966	321	5.50	-1.20	316.90	15.35	0	325.3	0.04	0.012
1966	351	-2.10	-9.40	305.10	10.75	0	325.3	0.036	0.007
1967	15	-2.20	-9.60	318.70	6.30	0	326.2	0.038	0.007
1967	46	-4.80	-15.60	479.50	11.10	0	326.2	0.032	0.006
1967	76	-0.50	-9.50	639.00	5.74	0	326.2	0.039	0.01
1967	107	5.90	-3.40	634.50	14.89	0	326.2	0.04	0.014
1967	137	10.50	0.90	631.40	11.74	0	326.2	0.042	0.018
1967	168	21.70	11.70	602.70	8.18	0	326.2	0.039	0.019
1967	198	21.60	13.70	616.30	11.62	0	326.2	0.044	0.023
1967	229	20.10	12.00	611.70	13.39	0	326.2	0.043	0.02
1967	259	16.60	7.90	652.50	14.22	0	326.2	0.043	0.015
1967	290	10.90	3.20	422.10	12.48	0	326.2	0.037	0.013
1967	321	1.00	-5.60	262.10	11.78	0	326.2	0.04	0.012
1967	351	-2.30	-9.40	272.00	15.99	0	326.2	0.036	0.007
1968	15	-5.90	-15.10	359.40	7.74	0	327.1	0.038	0.007
1968	46	-6.50	-15.70	512.90	6.87	0	327.1	0.032	0.006
1968	76	1.80	-6.40	537.40	10.32	0	327.1	0.039	0.01
1968	107	10.80	-0.10	732.50	12.62	0	327.1	0.04	0.014
1968	137	14.00	3.70	677.90	21.92	0	327.1	0.042	0.018
1968	168	16.70	9.70	432.60	16.04	0	327.1	0.039	0.019
1968	198	22.30	13.30	752.40	5.45	0	327.1	0.044	0.023
1968	229	19.50	10.30	677.40	5.26	0	327.1	0.043	0.02
1968	259	18.00	10.00	528.50	7.70	0	327.1	0.043	0.015
1968	290	12.10	4.50	290.20	7.99	0	327.1	0.037	0.013
1968	321	2.20	-3.90	188.90	13.84	0	327.1	0.04	0.012
1968	351	-4.80	-12.30	106.10	21.19	0	327.1	0.036	0.007
1969	15	-3.90	-11.40	286.80	8.40	0	328.1	0.038	0.007
1969	46	-3.00	-9.70	407.00	18.21	0	328.1	0.032	0.006
1969	76	-1.70	-7.30	518.00	10.23	0	328.1	0.039	0.01
1969	107	6.00	-2.00	643.10	10.35	0	328.1	0.04	0.014
1969	137	13.40	3.10	654.60	10.27	0	328.1	0.042	0.018
1969	168	18.40	9.30	673.00	9.29	0	328.1	0.039	0.019
1969	198	20.30	11.70	559.60	20.29	0	328.1	0.044	0.023
1969	229	22.30	13.60	673.30	14.73	0	328.1	0.043	0.02
1969	259	16.50	9.10	523.90	4.83	0	328.1	0.043	0.015
1969	290	10.80	2.90	527.60	6.39	0	328.1	0.037	0.013
1969	321	4.00	-1.60	274.20	15.56	0	328.1	0.04	0.012
1969	351	-2.80	-9.50	325.00	20.56	0	328.1	0.036	0.007
1970	15	-7.50	-16.40	478.00	2.65	0	329.0	0.038	0.007
1970	46	-2.40	-12.30	485.10	10.15	0	329.0	0.032	0.006
1970	76	-0.30	-8.50	639.00	11.89	0	329.0	0.039	0.01
1970	107	6.90	-1.30	736.70	10.25	0	329.0	0.04	0.014
1970	137	15.40	4.70	770.90	9.34	0	329.0	0.042	0.018
1970	168	18.80	9.60	754.30	9.99	0	329.0	0.039	0.019
1970	198	21.60	12.90	778.90	6.61	0	329.0	0.044	0.023
1970	229	22.50	13.10	784.10	16.19	0	329.0	0.043	0.02
1970	259	17.60	10.00	523.90	13.97	0	329.0	0.043	0.015
1970	290	13.00	5.60	448.50	10.64	0	329.0	0.037	0.013
1970	321	4.30	-2.20	316.90	9.70	0	329.0	0.04	0.012
1970	351	-5.90	-13.10	285.20	14.93	0	329.0	0.036	0.007
1971	15	-7.60	-16.90	401.50	8.92	0	330.0	0.038	0.007
1971	46	-4.20	-11.40	440.50	13.61	0	330.0	0.032	0.006
1971	76	-1.80	-9.20	697.10	10.67	0	330.0	0.039	0.01
1971	107	4.30	-3.80	736.70	5.69	0	330.0	0.04	0.014
1971	137	14.00	4.50	697.30	12.02	0	330.0	0.042	0.018
1971	168	21.60	11.30	913.30	7.00	0	330.0	0.039	0.019
1971	198	23.00	13.40	858.30	15.07	0	330.0	0.044	0.023
1971	229	21.90	12.70	775.90	12.32	0	330.0	0.043	0.02
1971	259	19.50	11.50	606.60	7.51	0	330.0	0.043	0.015
1971	290	16.00	7.60	532.90	10.85	0	330.0	0.037	0.013
1971	321	2.00	-5.10	359.60	11.42	0	330.0	0.04	0.012
1971	351	-3.20	-10.90	338.30	11.93	0	330.0	0.036	0.007
1972	15	-4.20	-13.20	407.90	7.70	0	331.0	0.038	0.007
1972	46	-5.50	-15.20	535.20	8.28	0	331.0	0.032	0.006
1972	76	-2.10	-10.40	527.70	18.03	0	331.0	0.039	0.01
1972	107	2.80	-4.30	775.10	9.30	0	331.0	0.04	0.014
1972	137	16.00	6.30	763.10	8.71	0	331.0	0.042	0.018
1972	168	17.30	10.50	610.10	12.93	0	331.0	0.039	0.019
1972	198	21.70	13.40	775.10	15.82	0	331.0	0.044	0.023
1972	229	20.10	11.60	726.60	16.70	0	331.0	0.043	0.02
1972	259	17.90	8.50	638.70	4.81	0	331.0	0.043	0.015
1972	290	8.40	0.10	559.30	9.36	0	331.0	0.037	0.013
1972	321	1.20	-4.80	268.10	17.55	0	331.0	0.04	0.012
1972	351	-3.00	-10.10	225.50	20.06	0	331.0	0.036	0.007
1973	15	-3.40	-11.70	427.00	12.09	0	332.0	0.038	0.007
1973	46	-4.50	-13.90	596.60	7.51	0	332.0	0.032	0.006
1973	76	3.50	-3.70	566.40	9.70	0	332.0	0.039	0.01
1973	107	7.70	-0.20	685.60	11.83	0	332.0	0.04	0.014
1973	137	11.60	4.20	581.00	18.10	0	332.0	0.042	0.018
1973	168	18.80	11.00	680.40	37.34	0	332.0	0.039	0.019
1973	198	22.50	13.40	771.30	8.69	0	332.0	0.044	0.023
1973	229	23.30	14.20	693.80	11.49	0	332.0	0.043	0.02
1973	259	17.00	7.90	588.20	14.22	0	332.0	0.043	0.015
1973	290	13.40	4.10	580.40	9.85	0	332.0	0.037	0.013
1973	321	4.00	-3.30	414.40	12.89	0	332.0	0.04	0.012
1973	351	0.60	-7.20	285.20	28.71	0	332.0	0.036	0.007
1974	15	-4.10	-12.00	359.40	11.46	0	333.0	0.038	0.007
1974	46	-3.90	-14.20	495.00	9.42	0	333.0	0.032	0.006
1974	76	0.00	-8.90	598.30	13.61	0	333.0	0.039	0.01
1974	107	9.00	-0.50	672.60	14.54	0	333.0	0.04	0.014
1974	137	11.10	2.20	666.30	16.60	0	333.0	0.042	0.018
1974	168	20.10	10.70	776.50	12.10	0	333.0	0.039	0.019
1974	198	22.90	13.10	741.50	11.10	0	333.0	0.044	0.023
1974	229	22.30	12.40	792.30	13.77	0	333.0	0.043	0.02
1974	259	15.60	7.40	574.40	17.19	0	333.0	0.043	0.015
1974	290	9.10	-0.40	554.00	4.79	0	333.0	0.037	0.013
1974	321	4.30	-3.10	365.70	11.78	0	333.0	0.04	0.012
1974	351	-2.00	-7.40	258.70	11.09	0	333.0	0.036	0.007
1975	15	-3.70	-11.20	350.60	12.12	0	334.0	0.038	0.007
1975	46	-4.50	-11.50	457.20	9.32	0	334.0	0.032	0.006
1975	76	-1.90	-9.80	576.10	16.75	0	334.0	0.039	0.01
1975	107	2.90	-4.70	753.80	6.84	0	334.0	0.04	0.014
1975	137	18.00	7.80	801.80	3.92	0	334.0	0.042	0.018
1975	168	18.10	10.20	735.80	17.13	0	334.0	0.039	0.019
1975	198	23.30	14.90	794.00	18.15	0	334.0	0.044	0.023
1975	229	21.10	12.90	722.50	9.59	0	334.0	0.043	0.02
1975	259	14.40	7.60	597.40	17.42	0	334.0	0.043	0.015
1975	290	11.40	3.60	559.30	14.30	0	334.0	0.037	0.013
1975	321	5.80	-0.70	390.00	15.83	0	334.0	0.04	0.012
1975	351	-3.50	-12.10	287.70	12.64	0	334.0	0.036	0.007
1976	15	-7.10	-17.20	388.80	16.13	0	335.1	0.038	0.007
1976	46	-1.80	-11.00	507.40	14.46	0	335.1	0.032	0.006
1976	76	0.10	-8.60	677.80	12.37	0	335.1	0.039	0.01
1976	107	9.00	0.70	817.70	9.29	0	335.1	0.04	0.014
1976	137	12.80	3.40	728.20	19.64	0	335.1	0.042	0.018
1976	168	21.40	11.30	824.60	11.32	0	335.1	0.039	0.019
1976	198	20.00	10.50	801.60	11.02	0	335.1	0.044	0.023
1976	229	20.70	11.30	747.20	14.54	0	335.1	0.043	0.02
1976	259	16.10	6.80	675.50	13.82	0	335.1	0.043	0.015
1976	290	8.30	-0.20	490.70	20.55	0	335.1	0.037	0.013
1976	321	-0.20	-6.60	390.00	7.66	0	335.1	0.04	0.012
1976	351	-6.20	-16.70	364.80	11.37	0	335.1	0.036	0.007
1977	15	-8.90	-17.30	452.50	9.10	0	336.1	0.038	0.007
1977	46	-4.40	-11.40	457.20	8.64	0	336.1	0.032	0.006
1977	76	4.80	-2.10	619.70	16.81	0	336.1	0.039	0.01
1977	107	7.50	-2.10	770.80	11.69	0	336.1	0.04	0.014
1977	137	18.30	6.50	894.80	3.67	0	336.1	0.042	0.018
1977	168	18.30	10.70	613.80	13.27	0	336.1	0.039	0.019
1977	198	23.00	11.60	741.50	7.30	0	336.1	0.044	0.023
1977	229	19.70	8.70	652.70	9.62	0	336.1	0.043	0.02
1977	259	14.20	4.30	519.30	19.82	0	336.1	0.043	0.015
1977	290	10.40	0.50	485.40	19.30	0	336.1	0.037	0.013
1977	321	6.00	-2.20	329.10	12.42	0	336.1	0.04	0.012
1977	351	-3.90	-11.20	338.30	15.32	0	336.1	0.036	0.007
1978	15	-5.80	-14.70	350.60	25.01	0	337.2	0.038	0.007
1978	46	-6.90	-16.10	680.20	3.16	0	337.2	0.032	0.006
1978	76	-1.00	-10.90	653.60	8.26	0	337.2	0.039	0.01
1978	107	3.90	-3.90	724.00	8.53	0	337.2	0.04	0.014
1978	137	16.40	6.30	794.10	11.28	0	337.2	0.042	0.018
1978	168	18.80	9.60	728.00	14.79	0	337.2	0.039	0.019
1978	198	22.10	12.20	828.10	5.33	0	337.2	0.044	0.023
1978	229	21.20	11.90	730.70	9.59	0	337.2	0.043	0.02
1978	259	16.50	5.00	749.00	3.63	0	337.2	0.043	0.015
1978	290	9.80	0.40	490.70	9.49	0	337.2	0.037	0.015
1978	321	3.70	-4.70	432.70	7.03	0	337.2	0.04	0.013
1978	351	-3.10	-11.60	318.40	11.52	0	337.2	0.036	0.007
1979	15	-5.66	-14.28	267.70	22.59	0	338.3	0.043	0.003
1979	46	-10.59	-19.50	618.90	5.64	0	338.3	0.038	0.007
1979	76	3.54	-5.36	508.30	14.16	0	338.3	0.062	0.018
1979	107	9.12	-0.32	672.90	12.91	0	338.3	0.03	0.007
1979	137	18.42	7.43	623.70	15.53	0	338.3	0.055	0.015
1979	168	22.16	10.65	854.20	5.26	0	338.3	0.041	0.014
1979	198	23.82	14.60	805.40	7.16	0	338.3	0.022	0.007
1979	229	21.07	12.81	632.20	13.13	0	338.3	0.047	0.016
1979	259	19.23	7.59	749.00	12.44	0	338.3	0.027	0.005
1979	290	11.35	3.12	390.40	14.70	0	338.3	0.041	0.007
1979	321	7.94	-0.28	347.40	11.80	0	338.3	0.048	0.013
1979	351	-0.68	-8.07	358.20	7.95	0	338.3	0.038	0.007
1980	15	-4.37	-12.25	439.80	5.37	0	339.4	0.038	0.007
