Year	DOY	Tmax(C)_corrected	Tmin(C)_corrected	PAR (umol/m2*s)	Prec(cm)	O3	CO2(ppm)	NH4 (mgN/m2*yr)	NO3 (mgN/m2*yr)
1863	259	20.07	8.18	608.93	11.75	0	281.8	0.043	0.015
1863	290	13.59	2.55	471.67	13.00	0	281.8	0.037	0.013
1863	321	6.35	-1.81	313.77	13.54	0	281.8	0.04	0.012
1863	351	-0.22	-8.81	270.45	12.83	0	281.8	0.036	0.007
1864	15	-2.56	-12.38	333.48	10.91	0	281.9	0.038	0.007
1864	46	-0.58	-11.32	464.43	9.44	0	281.9	0.032	0.006
1864	76	4.30	-5.66	571.60	11.25	0	281.9	0.039	0.01
1864	107	11.29	0.00	661.95	11.66	0	281.9	0.04	0.014
1864	137	18.57	5.70	695.17	11.79	0	281.9	0.042	0.018
1864	168	23.18	10.69	714.59	11.76	0	281.9	0.039	0.019
1864	198	25.59	13.28	726.36	11.85	0	281.9	0.044	0.023
1864	229	24.67	12.49	692.35	13.04	0	281.9	0.043	0.02
1864	259	20.07	8.18	608.93	11.75	0	281.9	0.043	0.015
1864	290	13.59	2.55	471.67	13.00	0	281.9	0.037	0.013
1864	321	6.35	-1.81	313.77	13.54	0	281.9	0.04	0.012
1864	351	-0.22	-8.81	270.45	12.83	0	281.9	0.036	0.007
1865	15	-2.56	-12.38	333.48	10.91	0	282.0	0.038	0.007
1865	46	-0.58	-11.32	464.43	9.44	0	282.0	0.032	0.006
1865	76	4.30	-5.66	571.60	11.25	0	282.0	0.039	0.01
1865	107	11.29	0.00	661.95	11.66	0	282.0	0.04	0.014
1865	137	18.57	5.70	695.17	11.79	0	282.0	0.042	0.018
1865	168	23.18	10.69	714.59	11.76	0	282.0	0.039	0.019
1865	198	25.59	13.28	726.36	11.85	0	282.0	0.044	0.023
1865	229	24.67	12.49	692.35	13.04	0	282.0	0.043	0.02
1865	259	20.07	8.18	608.93	11.75	0	282.0	0.043	0.015
1865	290	13.59	2.55	471.67	13.00	0	282.0	0.037	0.013
1865	321	6.35	-1.81	313.77	13.54	0	282.0	0.04	0.012
1865	351	-0.22	-8.81	270.45	12.83	0	282.0	0.036	0.007
1866	15	-2.56	-12.38	333.48	10.91	0	282.1	0.038	0.007
1866	46	-0.58	-11.32	464.43	9.44	0	282.1	0.032	0.006
1866	76	4.30	-5.66	571.60	11.25	0	282.1	0.039	0.01
1866	107	11.29	0.00	661.95	11.66	0	282.1	0.04	0.014
1866	137	18.57	5.70	695.17	11.79	0	282.1	0.042	0.018
1866	168	23.18	10.69	714.59	11.76	0	282.1	0.039	0.019
1866	198	25.59	13.28	726.36	11.85	0	282.1	0.044	0.023
1866	229	24.67	12.49	692.35	13.04	0	282.1	0.043	0.02
1866	259	20.07	8.18	608.93	11.75	0	282.1	0.043	0.015
1866	290	13.59	2.55	471.67	13.00	0	282.1	0.037	0.013
1866	321	6.35	-1.81	313.77	13.54	0	282.1	0.04	0.012
1866	351	-0.22	-8.81	270.45	12.83	0	282.1	0.036	0.007
1867	15	-2.56	-12.38	333.48	10.91	0	282.2	0.038	0.007
1867	46	-0.58	-11.32	464.43	9.44	0	282.2	0.032	0.006
1867	76	4.30	-5.66	571.60	11.25	0	282.2	0.039	0.01
1867	107	11.29	0.00	661.95	11.66	0	282.2	0.04	0.014
1867	137	18.57	5.70	695.17	11.79	0	282.2	0.042	0.018
1867	168	23.18	10.69	714.59	11.76	0	282.2	0.039	0.019
1867	198	25.59	13.28	726.36	11.85	0	282.2	0.044	0.023
1867	229	24.67	12.49	692.35	13.04	0	282.2	0.043	0.02
1867	259	20.07	8.18	608.93	11.75	0	282.2	0.043	0.015
1867	290	13.59	2.55	471.67	13.00	0	282.2	0.037	0.013
1867	321	6.35	-1.81	313.77	13.54	0	282.2	0.04	0.012
1867	351	-0.22	-8.81	270.45	12.83	0	282.2	0.036	0.007
1868	15	-2.56	-12.38	333.48	10.91	0	282.3	0.038	0.007
1868	46	-0.58	-11.32	464.43	9.44	0	282.3	0.032	0.006
1868	76	4.30	-5.66	571.60	11.25	0	282.3	0.039	0.01
1868	107	11.29	0.00	661.95	11.66	0	282.3	0.04	0.014
1868	137	18.57	5.70	695.17	11.79	0	282.3	0.042	0.018
1868	168	23.18	10.69	714.59	11.76	0	282.3	0.039	0.019
1868	198	25.59	13.28	726.36	11.85	0	282.3	0.044	0.023
1868	229	24.67	12.49	692.35	13.04	0	282.3	0.043	0.02
1868	259	20.07	8.18	608.93	11.75	0	282.3	0.043	0.015
1868	290	13.59	2.55	471.67	13.00	0	282.3	0.037	0.013
1868	321	6.35	-1.81	313.77	13.54	0	282.3	0.04	0.012
1868	351	-0.22	-8.81	270.45	12.83	0	282.3	0.036	0.007
1869	15	-2.56	-12.38	333.48	10.91	0	282.4	0.038	0.007
1869	46	-0.58	-11.32	464.43	9.44	0	282.4	0.032	0.006
1869	76	4.30	-5.66	571.60	11.25	0	282.4	0.039	0.01
1869	107	11.29	0.00	661.95	11.66	0	282.4	0.04	0.014
1869	137	18.57	5.70	695.17	11.79	0	282.4	0.042	0.018
1869	168	23.18	10.69	714.59	11.76	0	282.4	0.039	0.019
1869	198	25.59	13.28	726.36	11.85	0	282.4	0.044	0.023
1869	229	24.67	12.49	692.35	13.04	0	282.4	0.043	0.02
1869	259	20.07	8.18	608.93	11.75	0	282.4	0.043	0.015
1869	290	13.59	2.55	471.67	13.00	0	282.4	0.037	0.013
1869	321	6.35	-1.81	313.77	13.54	0	282.4	0.04	0.012
1869	351	-0.22	-8.81	270.45	12.83	0	282.4	0.036	0.007
1870	15	-2.56	-12.38	333.48	10.91	0	282.5	0.038	0.007
1870	46	-0.58	-11.32	464.43	9.44	0	282.5	0.032	0.006
1870	76	4.30	-5.66	571.60	11.25	0	282.5	0.039	0.01
1870	107	11.29	0.00	661.95	11.66	0	282.5	0.04	0.014
1870	137	18.57	5.70	695.17	11.79	0	282.5	0.042	0.018
1870	168	23.18	10.69	714.59	11.76	0	282.5	0.039	0.019
1870	198	25.59	13.28	726.36	11.85	0	282.5	0.044	0.023
1870	229	24.67	12.49	692.35	13.04	0	282.5	0.043	0.02
1870	259	20.07	8.18	608.93	11.75	0	282.5	0.043	0.015
1870	290	13.59	2.55	471.67	13.00	0	282.5	0.037	0.013
1870	321	6.35	-1.81	313.77	13.54	0	282.5	0.04	0.012
1870	351	-0.22	-8.81	270.45	12.83	0	282.5	0.036	0.007
1871	15	-2.56	-12.38	333.48	10.91	0	282.6	0.038	0.007
1871	46	-0.58	-11.32	464.43	9.44	0	282.6	0.032	0.006
1871	76	4.30	-5.66	571.60	11.25	0	282.6	0.039	0.01
1871	107	11.29	0.00	661.95	11.66	0	282.6	0.04	0.014
1871	137	18.57	5.70	695.17	11.79	0	282.6	0.042	0.018
1871	168	23.18	10.69	714.59	11.76	0	282.6	0.039	0.019
1871	198	25.59	13.28	726.36	11.85	0	282.6	0.044	0.023
1871	229	24.67	12.49	692.35	13.04	0	282.6	0.043	0.02
1871	259	20.07	8.18	608.93	11.75	0	282.6	0.043	0.015
1871	290	13.59	2.55	471.67	13.00	0	282.6	0.037	0.013
1871	321	6.35	-1.81	313.77	13.54	0	282.6	0.04	0.012
1871	351	-0.22	-8.81	270.45	12.83	0	282.6	0.036	0.007
1872	15	-2.56	-12.38	333.48	10.91	0	282.8	0.038	0.007
1872	46	-0.58	-11.32	464.43	9.44	0	282.8	0.032	0.006
1872	76	4.30	-5.66	571.60	11.25	0	282.8	0.039	0.01
1872	107	11.29	0.00	661.95	11.66	0	282.8	0.04	0.014
1872	137	18.57	5.70	695.17	11.79	0	282.8	0.042	0.018
1872	168	23.18	10.69	714.59	11.76	0	282.8	0.039	0.019
1872	198	25.59	13.28	726.36	11.85	0	282.8	0.044	0.023
1872	229	24.67	12.49	692.35	13.04	0	282.8	0.043	0.02
1872	259	20.07	8.18	608.93	11.75	0	282.8	0.043	0.015
1872	290	13.59	2.55	471.67	13.00	0	282.8	0.037	0.013
1872	321	6.35	-1.81	313.77	13.54	0	282.8	0.04	0.012
1872	351	-0.22	-8.81	270.45	12.83	0	282.8	0.036	0.007
1873	15	-2.56	-12.38	333.48	10.91	0	282.9	0.038	0.007
1873	46	-0.58	-11.32	464.43	9.44	0	282.9	0.032	0.006
1873	76	4.30	-5.66	571.60	11.25	0	282.9	0.039	0.01
1873	107	11.29	0.00	661.95	11.66	0	282.9	0.04	0.014
1873	137	18.57	5.70	695.17	11.79	0	282.9	0.042	0.018
1873	168	23.18	10.69	714.59	11.76	0	282.9	0.039	0.019
1873	198	25.59	13.28	726.36	11.85	0	282.9	0.044	0.023
1873	229	24.67	12.49	692.35	13.04	0	282.9	0.043	0.02
1873	259	20.07	8.18	608.93	11.75	0	282.9	0.043	0.015
1873	290	13.59	2.55	471.67	13.00	0	282.9	0.037	0.013
1873	321	6.35	-1.81	313.77	13.54	0	282.9	0.04	0.012
1873	351	-0.22	-8.81	270.45	12.83	0	282.9	0.036	0.007
1874	15	-2.56	-12.38	333.48	10.91	0	283.0	0.038	0.007
1874	46	-0.58	-11.32	464.43	9.44	0	283.0	0.032	0.006
1874	76	4.30	-5.66	571.60	11.25	0	283.0	0.039	0.01
1874	107	11.29	0.00	661.95	11.66	0	283.0	0.04	0.014
1874	137	18.57	5.70	695.17	11.79	0	283.0	0.042	0.018
1874	168	23.18	10.69	714.59	11.76	0	283.0	0.039	0.019
1874	198	25.59	13.28	726.36	11.85	0	283.0	0.044	0.023
1874	229	24.67	12.49	692.35	13.04	0	283.0	0.043	0.02
1874	259	20.07	8.18	608.93	11.75	0	283.0	0.043	0.015
1874	290	13.59	2.55	471.67	13.00	0	283.0	0.037	0.013
1874	321	6.35	-1.81	313.77	13.54	0	283.0	0.04	0.012
1874	351	-0.22	-8.81	270.45	12.83	0	283.0	0.036	0.007
1875	15	-2.56	-12.38	333.48	10.91	0	283.2	0.038	0.007
1875	46	-0.58	-11.32	464.43	9.44	0	283.2	0.032	0.006
1875	76	4.30	-5.66	571.60	11.25	0	283.2	0.039	0.01
1875	107	11.29	0.00	661.95	11.66	0	283.2	0.04	0.014
1875	137	18.57	5.70	695.17	11.79	0	283.2	0.042	0.018
1875	168	23.18	10.69	714.59	11.76	0	283.2	0.039	0.019
1875	198	25.59	13.28	726.36	11.85	0	283.2	0.044	0.023
1875	229	24.67	12.49	692.35	13.04	0	283.2	0.043	0.02
1875	259	20.07	8.18	608.93	11.75	0	283.2	0.043	0.015
1875	290	13.59	2.55	471.67	13.00	0	283.2	0.037	0.013
1875	321	6.35	-1.81	313.77	13.54	0	283.2	0.04	0.012
1875	351	-0.22	-8.81	270.45	12.83	0	283.2	0.036	0.007
1876	15	-2.56	-12.38	333.48	10.91	0	283.3	0.038	0.007
1876	46	-0.58	-11.32	464.43	9.44	0	283.3	0.032	0.006
1876	76	4.30	-5.66	571.60	11.25	0	283.3	0.039	0.01
1876	107	11.29	0.00	661.95	11.66	0	283.3	0.04	0.014
1876	137	18.57	5.70	695.17	11.79	0	283.3	0.042	0.018
1876	168	23.18	10.69	714.59	11.76	0	283.3	0.039	0.019
1876	198	25.59	13.28	726.36	11.85	0	283.3	0.044	0.023
1876	229	24.67	12.49	692.35	13.04	0	283.3	0.043	0.02
1876	259	20.07	8.18	608.93	11.75	0	283.3	0.043	0.015
1876	290	13.59	2.55	471.67	13.00	0	283.3	0.037	0.013
1876	321	6.35	-1.81	313.77	13.54	0	283.3	0.04	0.012
1876	351	-0.22	-8.81	270.45	12.83	0	283.3	0.036	0.007
1877	15	-2.56	-12.38	333.48	10.91	0	283.5	0.038	0.007
1877	46	-0.58	-11.32	464.43	9.44	0	283.5	0.032	0.006
1877	76	4.30	-5.66	571.60	11.25	0	283.5	0.039	0.01
1877	107	11.29	0.00	661.95	11.66	0	283.5	0.04	0.014
1877	137	18.57	5.70	695.17	11.79	0	283.5	0.042	0.018
1877	168	23.18	10.69	714.59	11.76	0	283.5	0.039	0.019
1877	198	25.59	13.28	726.36	11.85	0	283.5	0.044	0.023
1877	229	24.67	12.49	692.35	13.04	0	283.5	0.043	0.02
1877	259	20.07	8.18	608.93	11.75	0	283.5	0.043	0.015
1877	290	13.59	2.55	471.67	13.00	0	283.5	0.037	0.013
1877	321	6.35	-1.81	313.77	13.54	0	283.5	0.04	0.012
1877	351	-0.22	-8.81	270.45	12.83	0	283.5	0.036	0.007
1878	15	-2.56	-12.38	333.48	10.91	0	283.6	0.038	0.007
1878	46	-0.58	-11.32	464.43	9.44	0	283.6	0.032	0.006
1878	76	4.30	-5.66	571.60	11.25	0	283.6	0.039	0.01
1878	107	11.29	0.00	661.95	11.66	0	283.6	0.04	0.014
1878	137	18.57	5.70	695.17	11.79	0	283.6	0.042	0.018
1878	168	23.18	10.69	714.59	11.76	0	283.6	0.039	0.019
1878	198	25.59	13.28	726.36	11.85	0	283.6	0.044	0.023
1878	229	24.67	12.49	692.35	13.04	0	283.6	0.043	0.02
1878	259	20.07	8.18	608.93	11.75	0	283.6	0.043	0.015
1878	290	13.59	2.55	471.67	13.00	0	283.6	0.037	0.013
1878	321	6.35	-1.81	313.77	13.54	0	283.6	0.04	0.012
1878	351	-0.22	-8.81	270.45	12.83	0	283.6	0.036	0.007
1879	15	-2.56	-12.38	333.48	10.91	0	283.8	0.038	0.007
1879	46	-0.58	-11.32	464.43	9.44	0	283.8	0.032	0.006
1879	76	4.30	-5.66	571.60	11.25	0	283.8	0.039	0.01
1879	107	11.29	0.00	661.95	11.66	0	283.8	0.04	0.014
1879	137	18.57	5.70	695.17	11.79	0	283.8	0.042	0.018
1879	168	23.18	10.69	714.59	11.76	0	283.8	0.039	0.019
1879	198	25.59	13.28	726.36	11.85	0	283.8	0.044	0.023
1879	229	24.67	12.49	692.35	13.04	0	283.8	0.043	0.02
1879	259	20.07	8.18	608.93	11.75	0	283.8	0.043	0.015
1879	290	13.59	2.55	471.67	13.00	0	283.8	0.037	0.013
1879	321	6.35	-1.81	313.77	13.54	0	283.8	0.04	0.012
1879	351	-0.22	-8.81	270.45	12.83	0	283.8	0.036	0.007
1880	15	-2.56	-12.38	333.48	10.91	0	283.9	0.038	0.007
1880	46	-0.58	-11.32	464.43	9.44	0	283.9	0.032	0.006
1880	76	4.30	-5.66	571.60	11.25	0	283.9	0.039	0.01
1880	107	11.29	0.00	661.95	11.66	0	283.9	0.04	0.014
1880	137	18.57	5.70	695.17	11.79	0	283.9	0.042	0.018
1880	168	23.18	10.69	714.59	11.76	0	283.9	0.039	0.019
1880	198	25.59	13.28	726.36	11.85	0	283.9	0.044	0.023
1880	229	24.67	12.49	692.35	13.04	0	283.9	0.043	0.02
1880	259	20.07	8.18	608.93	11.75	0	283.9	0.043	0.015
1880	290	13.59	2.55	471.67	13.00	0	283.9	0.037	0.013
1880	321	6.35	-1.81	313.77	13.54	0	283.9	0.04	0.012
1880	351	-0.22	-8.81	270.45	12.83	0	283.9	0.036	0.007
1881	15	-2.56	-12.38	333.48	10.91	0	284.1	0.038	0.007
1881	46	-0.58	-11.32	464.43	9.44	0	284.1	0.032	0.006
1881	76	4.30	-5.66	571.60	11.25	0	284.1	0.039	0.01
1881	107	11.29	0.00	661.95	11.66	0	284.1	0.04	0.014
1881	137	18.57	5.70	695.17	11.79	0	284.1	0.042	0.018
1881	168	23.18	10.69	714.59	11.76	0	284.1	0.039	0.019
1881	198	25.59	13.28	726.36	11.85	0	284.1	0.044	0.023
1881	229	24.67	12.49	692.35	13.04	0	284.1	0.043	0.02
1881	259	20.07	8.18	608.93	11.75	0	284.1	0.043	0.015
1881	290	13.59	2.55	471.67	13.00	0	284.1	0.037	0.013
1881	321	6.35	-1.81	313.77	13.54	0	284.1	0.04	0.012
1881	351	-0.22	-8.81	270.45	12.83	0	284.1	0.036	0.007
1882	15	-2.56	-12.38	333.48	10.91	0	284.3	0.038	0.007
1882	46	-0.58	-11.32	464.43	9.44	0	284.3	0.032	0.006
1882	76	4.30	-5.66	571.60	11.25	0	284.3	0.039	0.01
1882	107	11.29	0.00	661.95	11.66	0	284.3	0.04	0.014
1882	137	18.57	5.70	695.17	11.79	0	284.3	0.042	0.018
1882	168	23.18	10.69	714.59	11.76	0	284.3	0.039	0.019
1882	198	25.59	13.28	726.36	11.85	0	284.3	0.044	0.023
1882	229	24.67	12.49	692.35	13.04	0	284.3	0.043	0.02
1882	259	20.07	8.18	608.93	11.75	0	284.3	0.043	0.015
1882	290	13.59	2.55	471.67	13.00	0	284.3	0.037	0.013
1882	321	6.35	-1.81	313.77	13.54	0	284.3	0.04	0.012
1882	351	-0.22	-8.81	270.45	12.83	0	284.3	0.036	0.007
1883	15	-2.56	-12.38	333.48	10.91	0	284.4	0.038	0.007
1883	46	-0.58	-11.32	464.43	9.44	0	284.4	0.032	0.006
1883	76	4.30	-5.66	571.60	11.25	0	284.4	0.039	0.01
1883	107	11.29	0.00	661.95	11.66	0	284.4	0.04	0.014
1883	137	18.57	5.70	695.17	11.79	0	284.4	0.042	0.018
1883	168	23.18	10.69	714.59	11.76	0	284.4	0.039	0.019
1883	198	25.59	13.28	726.36	11.85	0	284.4	0.044	0.023
1883	229	24.67	12.49	692.35	13.04	0	284.4	0.043	0.02
1883	259	20.07	8.18	608.93	11.75	0	284.4	0.043	0.015
1883	290	13.59	2.55	471.67	13.00	0	284.4	0.037	0.013
1883	321	6.35	-1.81	313.77	13.54	0	284.4	0.04	0.012
1883	351	-0.22	-8.81	270.45	12.83	0	284.4	0.036	0.007
1884	15	-2.56	-12.38	333.48	10.91	0	284.6	0.038	0.007
1884	46	-0.58	-11.32	464.43	9.44	0	284.6	0.032	0.006
1884	76	4.30	-5.66	571.60	11.25	0	284.6	0.039	0.01
1884	107	11.29	0.00	661.95	11.66	0	284.6	0.04	0.014
1884	137	18.57	5.70	695.17	11.79	0	284.6	0.042	0.018
1884	168	23.18	10.69	714.59	11.76	0	284.6	0.039	0.019
1884	198	25.59	13.28	726.36	11.85	0	284.6	0.044	0.023
1884	229	24.67	12.49	692.35	13.04	0	284.6	0.043	0.02
1884	259	20.07	8.18	608.93	11.75	0	284.6	0.043	0.015
1884	290	13.59	2.55	471.67	13.00	0	284.6	0.037	0.013
1884	321	6.35	-1.81	313.77	13.54	0	284.6	0.04	0.012
1884	351	-0.22	-8.81	270.45	12.83	0	284.6	0.036	0.007
1885	15	-2.56	-12.38	333.48	10.91	0	284.8	0.038	0.007
1885	46	-0.58	-11.32	464.43	9.44	0	284.8	0.032	0.006
1885	76	4.30	-5.66	571.60	11.25	0	284.8	0.039	0.01
1885	107	11.29	0.00	661.95	11.66	0	284.8	0.04	0.014
1885	137	18.57	5.70	695.17	11.79	0	284.8	0.042	0.018
1885	168	23.18	10.69	714.59	11.76	0	284.8	0.039	0.019
1885	198	25.59	13.28	726.36	11.85	0	284.8	0.044	0.023
1885	229	24.67	12.49	692.35	13.04	0	284.8	0.043	0.02
1885	259	20.07	8.18	608.93	11.75	0	284.8	0.043	0.015
1885	290	13.59	2.55	471.67	13.00	0	284.8	0.037	0.013
1885	321	6.35	-1.81	313.77	13.54	0	284.8	0.04	0.012
1885	351	-0.22	-8.81	270.45	12.83	0	284.8	0.036	0.007
1886	15	-2.56	-12.38	333.48	10.91	0	285.0	0.038	0.007
1886	46	-0.58	-11.32	464.43	9.44	0	285.0	0.032	0.006
1886	76	4.30	-5.66	571.60	11.25	0	285.0	0.039	0.01
1886	107	11.29	0.00	661.95	11.66	0	285.0	0.04	0.014
1886	137	18.57	5.70	695.17	11.79	0	285.0	0.042	0.018
1886	168	23.18	10.69	714.59	11.76	0	285.0	0.039	0.019
1886	198	25.59	13.28	726.36	11.85	0	285.0	0.044	0.023
1886	229	24.67	12.49	692.35	13.04	0	285.0	0.043	0.02
1886	259	20.07	8.18	608.93	11.75	0	285.0	0.043	0.015
1886	290	13.59	2.55	471.67	13.00	0	285.0	0.037	0.013
1886	321	6.35	-1.81	313.77	13.54	0	285.0	0.04	0.012
1886	351	-0.22	-8.81	270.45	12.83	0	285.0	0.036	0.007
1887	15	-2.56	-12.38	333.48	10.91	0	285.2	0.038	0.007
1887	46	-0.58	-11.32	464.43	9.44	0	285.2	0.032	0.006
1887	76	4.30	-5.66	571.60	11.25	0	285.2	0.039	0.01
1887	107	11.29	0.00	661.95	11.66	0	285.2	0.04	0.014
1887	137	18.57	5.70	695.17	11.79	0	285.2	0.042	0.018
1887	168	23.18	10.69	714.59	11.76	0	285.2	0.039	0.019
1887	198	25.59	13.28	726.36	11.85	0	285.2	0.044	0.023
1887	229	24.67	12.49	692.35	13.04	0	285.2	0.043	0.02
1887	259	20.07	8.18	608.93	11.75	0	285.2	0.043	0.015
1887	290	13.59	2.55	471.67	13.00	0	285.2	0.037	0.013
1887	321	6.35	-1.81	313.77	13.54	0	285.2	0.04	0.012
1887	351	-0.22	-8.81	270.45	12.83	0	285.2	0.036	0.007
1888	15	-2.56	-12.38	333.48	10.91	0	285.4	0.038	0.007
1888	46	-0.58	-11.32	464.43	9.44	0	285.4	0.032	0.006
1888	76	4.30	-5.66	571.60	11.25	0	285.4	0.039	0.01
1888	107	11.29	0.00	661.95	11.66	0	285.4	0.04	0.014
1888	137	18.57	5.70	695.17	11.79	0	285.4	0.042	0.018
1888	168	23.18	10.69	714.59	11.76	0	285.4	0.039	0.019
1888	198	25.59	13.28	726.36	11.85	0	285.4	0.044	0.023
1888	229	24.67	12.49	692.35	13.04	0	285.4	0.043	0.02
1888	259	20.07	8.18	608.93	11.75	0	285.4	0.043	0.015
1888	290	13.59	2.55	471.67	13.00	0	285.4	0.037	0.013
1888	321	6.35	-1.81	313.77	13.54	0	285.4	0.04	0.012
1888	351	-0.22	-8.81	270.45	12.83	0	285.4	0.036	0.007
1889	15	-2.56	-12.38	333.48	10.91	0	285.6	0.038	0.007
1889	46	-0.58	-11.32	464.43	9.44	0	285.6	0.032	0.006
1889	76	4.30	-5.66	571.60	11.25	0	285.6	0.039	0.01
1889	107	11.29	0.00	661.95	11.66	0	285.6	0.04	0.014
1889	137	18.57	5.70	695.17	11.79	0	285.6	0.042	0.018
1889	168	23.18	10.69	714.59	11.76	0	285.6	0.039	0.019
1889	198	25.59	13.28	726.36	11.85	0	285.6	0.044	0.023
1889	229	24.67	12.49	692.35	13.04	0	285.6	0.043	0.02
1889	259	20.07	8.18	608.93	11.75	0	285.6	0.043	0.015
1889	290	13.59	2.55	471.67	13.00	0	285.6	0.037	0.013
1889	321	6.35	-1.81	313.77	13.54	0	285.6	0.04	0.012
1889	351	-0.22	-8.81	270.45	12.83	0	285.6	0.036	0.007
1890	15	-2.56	-12.38	333.48	10.91	0	285.8	0.038	0.007
1890	46	-0.58	-11.32	464.43	9.44	0	285.8	0.032	0.006
1890	76	4.30	-5.66	571.60	11.25	0	285.8	0.039	0.01
1890	107	11.29	0.00	661.95	11.66	0	285.8	0.04	0.014
1890	137	18.57	5.70	695.17	11.79	0	285.8	0.042	0.018
1890	168	23.18	10.69	714.59	11.76	0	285.8	0.039	0.019
1890	198	25.59	13.28	726.36	11.85	0	285.8	0.044	0.023
1890	229	24.67	12.49	692.35	13.04	0	285.8	0.043	0.02
1890	259	20.07	8.18	608.93	11.75	0	285.8	0.043	0.015
1890	290	13.59	2.55	471.67	13.00	0	285.8	0.037	0.013
1890	321	6.35	-1.81	313.77	13.54	0	285.8	0.04	0.012
1890	351	-0.22	-8.81	270.45	12.83	0	285.8	0.036	0.007
1891	15	-2.56	-12.38	333.48	10.91	0	286.0	0.038	0.007
1891	46	-0.58	-11.32	464.43	9.44	0	286.0	0.032	0.006
1891	76	4.30	-5.66	571.60	11.25	0	286.0	0.039	0.01
1891	107	11.29	0.00	661.95	11.66	0	286.0	0.04	0.014
1891	137	18.57	5.70	695.17	11.79	0	286.0	0.042	0.018
1891	168	23.18	10.69	714.59	11.76	0	286.0	0.039	0.019
1891	198	25.59	13.28	726.36	11.85	0	286.0	0.044	0.023
1891	229	24.67	12.49	692.35	13.04	0	286.0	0.043	0.02
1891	259	20.07	8.18	608.93	11.75	0	286.0	0.043	0.015
1891	290	13.59	2.55	471.67	13.00	0	286.0	0.037	0.013
1891	321	6.35	-1.81	313.77	13.54	0	286.0	0.04	0.012
1891	351	-0.22	-8.81	270.45	12.83	0	286.0	0.036	0.007
1892	15	-2.56	-12.38	333.48	10.91	0	286.3	0.038	0.007
1892	46	-0.58	-11.32	464.43	9.44	0	286.3	0.032	0.006
1892	76	4.30	-5.66	571.60	11.25	0	286.3	0.039	0.01
1892	107	11.29	0.00	661.95	11.66	0	286.3	0.04	0.014
1892	137	18.57	5.70	695.17	11.79	0	286.3	0.042	0.018
1892	168	23.18	10.69	714.59	11.76	0	286.3	0.039	0.019
1892	198	25.59	13.28	726.36	11.85	0	286.3	0.044	0.023
1892	229	24.67	12.49	692.35	13.04	0	286.3	0.043	0.02
1892	259	20.07	8.18	608.93	11.75	0	286.3	0.043	0.015
1892	290	13.59	2.55	471.67	13.00	0	286.3	0.037	0.013
1892	321	6.35	-1.81	313.77	13.54	0	286.3	0.04	0.012
1892	351	-0.22	-8.81	270.45	12.83	0	286.3	0.036	0.007
1893	15	-2.56	-12.38	333.48	10.91	0	286.5	0.038	0.007
1893	46	-0.58	-11.32	464.43	9.44	0	286.5	0.032	0.006
1893	76	4.30	-5.66	571.60	11.25	0	286.5	0.039	0.01
1893	107	11.29	0.00	661.95	11.66	0	286.5	0.04	0.014
1893	137	18.57	5.70	695.17	11.79	0	286.5	0.042	0.018
1893	168	23.18	10.69	714.59	11.76	0	286.5	0.039	0.019
1893	198	25.59	13.28	726.36	11.85	0	286.5	0.044	0.023
1893	229	24.67	12.49	692.35	13.04	0	286.5	0.043	0.02
1893	259	20.07	8.18	608.93	11.75	0	286.5	0.043	0.015
1893	290	13.59	2.55	471.67	13.00	0	286.5	0.037	0.013
1893	321	6.35	-1.81	313.77	13.54	0	286.5	0.04	0.012
1893	351	-0.22	-8.81	270.45	12.83	0	286.5	0.036	0.007
1894	15	-5.47	-14.10	359.40	10.62	0	286.7	0.038	0.007
1894	46	-3.98	-13.10	495.00	9.55	0	286.7	0.032	0.006
1894	76	0.65	-7.90	598.30	11.21	0	286.7	0.039	0.01
1894	107	7.20	-1.62	672.60	10.81	0	286.7	0.04	0.014
1894	137	15.28	4.77	712.20	11.75	0	286.7	0.042	0.018
1894	168	19.63	9.83	728.00	11.83	0	286.7	0.039	0.019
1894	198	22.09	12.60	741.50	11.48	0	286.7	0.044	0.023
1894	229	20.88	11.60	700.50	12.65	0	286.7	0.043	0.02
1894	259	16.56	7.46	619.40	11.35	0	286.7	0.043	0.015
1894	290	10.75	1.99	491.90	11.90	0	286.7	0.037	0.013
1894	321	3.45	-3.56	324.20	13.37	0	286.7	0.04	0.012
1894	351	-3.00	-10.80	287.70	12.65	0	286.7	0.036	0.007
1895	15	-5.80	-14.00	351.90	7.00	0	287.0	0.038	0.007
1895	46	-6.60	-15.70	464.80	4.40	0	287.0	0.032	0.006
1895	76	-1.60	-10.20	566.00	6.20	0	287.0	0.039	0.01
1895	107	7.90	-1.00	675.70	12.70	0	287.0	0.04	0.014
1895	137	16.80	7.40	763.70	12.00	0	287.0	0.042	0.018
1895	168	21.30	12.80	717.80	10.60	0	287.0	0.039	0.019
1895	198	20.20	12.10	709.70	10.40	0	287.0	0.044	0.023
1895	229	19.60	12.10	657.50	14.90	0	287.0	0.043	0.02
1895	259	16.90	8.50	597.30	10.30	0	287.0	0.043	0.015
1895	290	6.60	-0.80	461.70	6.10	0	287.0	0.037	0.013
1895	321	4.00	-2.70	363.30	20.50	0	287.0	0.04	0.012
1895	351	-1.50	-9.40	314.40	14.30	0	287.0	0.036	0.007
1896	15	-7.40	-14.30	355.50	4.30	0	287.2	0.038	0.007
